timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-25T20:09:07,codecarbon,ddcff95e-23aa-4c04-97c2-3cbe2fe1ce46,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.628334666998853,5.05782273531387e-08,7.630608575779604e-09,0.7647999999999999,0.03590000000000001,6.0,9.606481144891909e-09,3.291789337369023e-08,7.494451499951538e-08,1.1746888951809752e-07,South Korea,KOR,gyeonggi-do,,,macOS-14.6.1-arm64-arm-64bit,3.10.7,2.7.1,10,Apple M1 Pro,1,Apple M1 Pro,127.0956,37.2776,16.0,machine,N,1.0
