timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-25T14:55:01,codecarbon,4605e1c8-cb47-40d6-89fd-31343349e4c7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.9660932919999965,3.1637198181957552e-09,5.30283330037434e-10,9.920499999999999,0.0072,6.0,1.0204116072208296e-09,5.923567500000018e-09,4.0381999999302326e-10,7.347799107213871e-09,South Korea,KOR,gyeonggi-do,,,macOS-14.6.1-arm64-arm-64bit,3.10.7,2.7.1,10,Apple M1 Pro,1,Apple M1 Pro,127.0116,37.2872,16.0,machine,N,1.0
